model,window,predicted_label,prob_No Flare,prob_B,prob_C,prob_M,prob_X
solarflare_tcn_oversampled_ws5.h5,0-4,M,2.0450562901105918e-13,0.00024185629445128143,0.09345049411058426,0.906307578086853,4.4673952037666e-12
solarflare_tcn_oversampled_ws5.h5,1-5,M,1.0947370614189378e-11,0.0014776579337194562,0.16349072754383087,0.8350316882133484,7.511023053519139e-11
solarflare_tcn_oversampled_ws5.h5,2-6,M,2.7115579204727014e-13,0.00024955300614237785,0.0852736160159111,0.9144768714904785,1.2336206708929431e-11
solarflare_tcn_oversampled_ws5.h5,3-7,M,1.3001737464435337e-08,0.01723773591220379,0.41606760025024414,0.5666946172714233,1.324299558902453e-10
solarflare_tcn_oversampled_ws5.h5,4-8,M,2.1525855231629976e-07,0.04709836468100548,0.20355363190174103,0.7493477463722229,1.0275107342749834e-07
solarflare_tcn_oversampled_ws5.h5,5-9,M,8.86029100919277e-21,1.2472997923396179e-07,0.002579968888312578,0.9974199533462524,7.659325927832099e-19
solarflare_tcn_oversampled_ws5.h5,6-10,M,3.070476815511536e-12,0.003472491865977645,0.3704143166542053,0.6261131763458252,2.731540139206106e-14
solarflare_tcn_oversampled_ws5.h5,7-11,No Flare,0.9885547757148743,0.009905814193189144,0.0015100572491064668,2.8994989406783134e-05,2.9804326118210156e-07
solarflare_tcn_oversampled_ws5.h5,8-12,M,5.734359927005162e-13,0.0006688033463433385,0.08206471800804138,0.9172665476799011,2.747151030962902e-12
solarflare_tcn_oversampled_ws5.h5,9-13,M,2.34164198448239e-11,0.0017447107238695025,0.1142125278711319,0.8840427994728088,4.409175802244647e-11
solarflare_tcn_oversampled_ws5.h5,10-14,M,3.46198341105719e-08,0.06512633711099625,0.34577280282974243,0.5891008377075195,7.183682537714731e-09
solarflare_tcn_oversampled_ws5.h5,11-15,M,3.4797972836564384e-10,0.007077706512063742,0.18268632888793945,0.8102359175682068,3.6813618820019656e-10
solarflare_tcn_oversampled_ws5.h5,12-16,M,1.113446747996738e-11,0.0014714079443365335,0.09164741635322571,0.9068812727928162,5.670998740048283e-11
solarflare_tcn_oversampled_ws5.h5,13-17,M,1.0305990727488279e-08,0.022432414814829826,0.1848677545785904,0.7926998138427734,1.174872732434551e-08
solarflare_tcn_oversampled_ws5.h5,14-18,M,4.647726647988293e-10,0.008550180122256279,0.15531696379184723,0.836132824420929,1.4317917962358706e-09
solarflare_tcn_oversampled_ws5.h5,15-19,M,5.743103770328162e-09,0.015581323765218258,0.24403540790081024,0.7403832674026489,6.531988727687121e-09
solarflare_tcn_oversampled_ws5.h5,16-20,M,8.696920267281527e-11,0.0025605359114706516,0.079921655356884,0.9175178408622742,2.2627657525475797e-09
solarflare_tcn_oversampled_ws5.h5,17-21,M,5.130540225517857e-14,0.00010367632057750598,0.032509639859199524,0.9673867225646973,9.035993307759949e-12
solarflare_tcn_oversampled_ws5.h5,18-22,M,8.663366790444271e-13,0.0001938724162755534,0.06349403411149979,0.9363120794296265,3.3687105188695554e-11
solarflare_tcn_oversampled_ws5.h5,19-23,M,2.4415998736704303e-11,0.0015257552731782198,0.08048044145107269,0.9179937839508057,2.7780178157854607e-10
